209.0,209.0,209.0,209.0,209.0,209.0,2024-02-03 16:09:59
210.0,210.0,210.0,210.0,210.0,210.0,2024-02-03 16:09:59
210.0,210.0,210.0,210.0,210.0,210.0,2024-02-03 16:10:00
210.0,210.0,210.0,210.0,210.0,210.0,2024-02-03 16:10:00
210.0,210.0,210.0,210.0,210.0,210.0,2024-02-03 16:10:00
211.0,211.0,211.0,211.0,211.0,211.0,2024-02-03 16:10:00
211.0,211.0,211.0,211.0,211.0,211.0,2024-02-03 16:10:01
211.0,211.0,211.0,211.0,211.0,211.0,2024-02-03 16:10:01
211.0,211.0,211.0,211.0,211.0,211.0,2024-02-03 16:10:01
211.0,211.0,211.0,211.0,211.0,211.0,2024-02-03 16:10:01
212.0,212.0,212.0,212.0,212.0,212.0,2024-02-03 16:10:01
212.0,212.0,212.0,212.0,212.0,212.0,2024-02-03 16:10:02
212.0,212.0,212.0,212.0,212.0,212.0,2024-02-03 16:10:02
212.0,212.0,212.0,212.0,212.0,212.0,2024-02-03 16:10:02
213.0,213.0,213.0,213.0,213.0,213.0,2024-02-03 16:10:02
213.0,213.0,213.0,213.0,213.0,213.0,2024-02-03 16:10:03
213.0,213.0,213.0,213.0,213.0,213.0,2024-02-03 16:10:03
213.0,213.0,213.0,213.0,213.0,213.0,2024-02-03 16:10:03
213.0,213.0,213.0,213.0,213.0,213.0,2024-02-03 16:10:03
214.0,214.0,214.0,214.0,214.0,214.0,2024-02-03 16:10:04
214.0,214.0,214.0,214.0,214.0,214.0,2024-02-03 16:10:04
214.0,214.0,214.0,214.0,214.0,214.0,2024-02-03 16:10:04
214.0,214.0,214.0,214.0,214.0,214.0,2024-02-03 16:10:04
215.0,215.0,215.0,215.0,215.0,215.0,2024-02-03 16:10:04
